Hip,Knee,Ankle,Body
170.1,171.63,138.1,174.19
170.99,173.58,143.16,174.08
170.8,175.81,152.28,172.86
170.27,176.9,159.83,171.8
169.76,175.25,154.99,172.0
169.6,171.17,145.32,173.64
169.42,171.27,147.19,173.39
169.46,171.93,149.84,173.18
169.59,172.73,152.49,173.11
168.36,175.17,155.57,170.83
167.5,173.85,144.56,170.61
165.39,169.87,141.77,170.41
167.63,169.48,142.28,172.75
168.62,168.83,145.5,174.11
169.45,169.99,157.25,174.36
170.46,168.76,169.04,175.72
170.96,168.3,168.92,176.35
170.87,166.03,160.73,177.3
171.06,165.42,147.74,177.93
172.87,172.38,160.14,176.48
173.02,173.35,165.35,176.15
171.64,172.65,163.76,175.16
169.82,171.54,164.0,173.88
170.33,172.36,158.2,174.04
172.73,172.83,148.1,176.18
173.61,172.96,144.84,177.0
175.6,175.16,144.79,177.92
176.91,176.45,149.65,178.65
177.59,175.61,151.51,179.7
176.91,173.53,150.92,179.93
176.19,172.63,151.11,179.6
175.45,172.65,151.15,178.84
174.97,172.31,151.51,178.53
174.82,172.82,153.2,178.3
174.76,172.21,156.28,178.58
174.81,172.26,159.26,178.57
174.92,171.91,164.25,178.8
174.97,172.19,171.12,178.73
174.98,173.51,179.19,178.05
175.22,173.32,175.89,178.35
175.98,174.03,178.7,178.81
175.62,172.91,178.13,179.0
175.97,172.1,172.48,179.72
177.04,170.63,173.36,178.51
178.5,170.03,174.76,176.76
179.16,170.48,172.09,174.44
179.56,169.13,174.55,174.17
179.33,168.82,174.34,175.24
178.95,169.71,174.61,176.05
179.88,172.16,174.95,176.1
178.61,173.09,174.83,178.13
176.52,174.19,173.39,179.19
174.6,172.92,171.79,177.79
170.94,170.5,171.14,175.02
169.46,170.37,172.47,173.4
170.37,177.32,176.72,171.45
170.93,176.78,179.51,169.56
174.46,170.42,177.96,169.7
178.78,169.36,177.32,173.12
179.44,172.13,177.96,176.06
179.43,176.56,169.65,178.57
179.52,178.45,153.8,179.61
178.65,173.72,151.24,178.0
178.13,168.63,173.39,175.97
177.9,165.8,173.04,174.81
177.63,166.44,177.23,175.43
176.72,167.59,174.7,176.91
176.69,168.79,172.34,177.58
176.22,173.25,165.62,179.66
174.25,177.69,148.23,175.44
170.73,178.71,154.74,170.06
166.01,179.07,156.71,165.52
161.49,178.35,152.23,162.34
159.7,177.02,146.05,161.21
160.78,175.17,153.3,163.2
162.18,173.99,156.86,165.18
162.15,171.43,160.0,166.42
162.44,169.95,163.01,167.43
162.98,169.1,168.35,168.37
160.8,167.99,170.44,166.74
160.69,167.85,170.58,166.7
161.48,167.98,170.09,167.42
161.34,168.82,167.82,166.86
162.23,169.33,167.24,167.51
163.01,170.06,165.68,167.95
163.51,170.32,165.19,168.33
163.9,170.36,165.23,168.71
163.96,170.17,165.43,168.86
163.95,169.8,165.99,169.03
163.75,169.39,166.89,169.04
163.6,169.13,167.36,169.01
163.55,168.97,167.63,169.04
163.52,168.89,167.81,169.05
163.54,168.85,168.16,169.1
163.55,168.81,168.56,169.12
163.54,168.76,168.97,169.14
163.53,168.71,169.37,169.14
163.52,168.64,169.78,169.15
163.54,168.6,170.09,169.18
163.56,168.56,170.39,169.21
163.57,168.51,170.64,169.25
163.58,168.46,170.88,169.28
163.58,168.42,171.1,169.3
163.59,168.39,171.3,169.32
163.59,168.37,171.44,169.32
163.59,168.37,171.63,169.33
163.59,168.35,171.85,169.33
163.6,168.33,172.09,169.35
163.6,168.32,172.32,169.36
163.62,168.31,172.47,169.38
163.63,168.31,172.59,169.39
163.64,168.31,172.71,169.4
163.65,168.32,172.89,169.4
163.65,168.32,172.99,169.41
163.66,168.32,173.04,169.42
163.67,168.32,173.07,169.42
163.67,168.32,173.1,169.43
163.68,168.33,173.13,169.43
163.68,168.33,173.16,169.44
163.69,168.34,173.19,169.44
